Event_ID,Lead_ID,Campaign_ID,Channel,Event_Type,Event_Date,Device
EVT038944,LEAD16184,CMP007,LinkedIn,Click,2025-09-04,Mobile
EVT038945,LEAD35496,CMP001,Google Ads,Click,2025-02-09,Desktop
EVT038946,LEAD33145,CMP018,Social Media,Click,2025-07-08,Desktop
EVT038947,LEAD39761,CMP018,Google Ads,Lead,2025-10-30,Mobile
EVT038948,LEAD46954,CMP020,Email,Impression,2025-07-01,Mobile
EVT038949,LEAD22085,CMP002,YouTube,Click,2025-04-08,Tablet
EVT038950,LEAD37459,CMP005,Google Ads,Impression,2025-06-24,Mobile
EVT038951,LEAD01066,CMP013,Social Media,Impression,2025-09-20,Desktop
EVT038952,LEAD03683,CMP015,Social Media,Lead,2025-04-28,Mobile
EVT038953,LEAD47562,CMP014,Social Media,Impression,2025-08-11,Mobile
EVT038954,LEAD32489,CMP018,Email,Impression,2025-01-05,Mobile
EVT038955,LEAD31461,CMP004,Google Ads,Impression,2025-01-24,Desktop
EVT038956,LEAD08821,CMP011,Social Media,Impression,2025-02-08,Mobile
EVT038957,LEAD18758,CMP020,Google Ads,Impression,2025-10-31,Desktop
EVT038958,LEAD46589,CMP012,YouTube,Impression,2025-03-15,Desktop
EVT038959,LEAD23147,CMP013,Social Media,Lead,2025-01-04,Mobile
EVT038960,LEAD08059,CMP003,Email,Impression,2025-07-11,Desktop
EVT038961,LEAD22853,CMP014,YouTube,Impression,2025-02-08,Desktop
EVT038962,LEAD14119,CMP012,Social Media,Impression,2025-02-12,Mobile
EVT038963,LEAD36743,CMP020,LinkedIn,Impression,2025-04-27,Mobile
EVT038964,LEAD06660,CMP004,Google Ads,Impression,2025-02-12,Mobile
EVT038965,LEAD04842,CMP012,YouTube,Lead,2025-04-21,Mobile
EVT038966,LEAD18336,CMP009,Social Media,Impression,2025-09-03,Mobile
EVT038967,LEAD47352,CMP001,Google Ads,Impression,2025-11-19,Mobile
EVT038968,LEAD20306,CMP009,Email,Lead,2025-12-04,Desktop
EVT038969,LEAD03425,CMP005,Email,Click,2025-07-24,Desktop
EVT038970,LEAD47502,CMP008,YouTube,Lead,2025-08-15,Mobile
EVT038971,LEAD14539,CMP015,Google Ads,Impression,2025-02-18,Desktop
EVT038972,LEAD42286,CMP013,Google Ads,Click,2025-12-10,Mobile
EVT038973,LEAD45277,CMP020,Google Ads,Impression,2025-06-25,Mobile
EVT038974,LEAD03770,CMP015,Social Media,Customer,2025-03-30,Mobile
EVT038975,LEAD31587,CMP006,Social Media,Impression,2025-09-06,Desktop
EVT038976,LEAD26448,CMP006,Google Ads,Click,2025-02-08,Mobile
EVT038977,LEAD20016,CMP015,Google Ads,Click,2025-05-16,Mobile
EVT038978,LEAD35079,CMP001,Social Media,Lead,2025-11-09,Mobile
EVT038979,LEAD02344,CMP011,Social Media,Impression,2025-07-17,Mobile
EVT038980,LEAD03387,CMP003,Social Media,Impression,2025-11-12,Desktop
EVT038981,LEAD35108,CMP014,Google Ads,Impression,2025-04-07,Desktop
EVT038982,LEAD00684,CMP017,YouTube,Lead,2025-05-08,Mobile
EVT038983,LEAD25452,CMP003,Social Media,Click,2025-08-23,Desktop
EVT038984,LEAD01055,CMP011,Social Media,Impression,2025-09-28,Desktop
EVT038985,LEAD23596,CMP005,Google Ads,Click,2025-03-22,Mobile
EVT038986,LEAD20399,CMP013,Social Media,Impression,2025-06-16,Mobile
EVT038987,LEAD23686,CMP011,LinkedIn,Impression,2025-10-20,Mobile
EVT038988,LEAD00349,CMP018,Social Media,Impression,2025-10-16,Desktop
EVT038989,LEAD28891,CMP015,YouTube,Impression,2025-07-08,Mobile
EVT038990,LEAD16363,CMP004,Social Media,Impression,2025-10-01,Mobile
EVT038991,LEAD33791,CMP020,LinkedIn,Impression,2025-10-05,Mobile
EVT038992,LEAD25026,CMP011,Social Media,Impression,2025-05-15,Mobile
EVT038993,LEAD00504,CMP002,Google Ads,Impression,2025-09-12,Desktop
EVT038994,LEAD41046,CMP010,YouTube,Click,2025-01-21,Desktop
EVT038995,LEAD44283,CMP009,Social Media,Impression,2025-11-05,Mobile
EVT038996,LEAD13577,CMP018,Email,Impression,2025-06-06,Desktop
EVT038997,LEAD33291,CMP017,LinkedIn,Impression,2025-03-18,Tablet
EVT038998,LEAD11885,CMP005,Google Ads,Impression,2025-08-28,Mobile
EVT038999,LEAD25206,CMP008,Social Media,Impression,2025-11-15,Mobile
EVT039000,LEAD32786,CMP008,Social Media,Impression,2025-05-02,Mobile
EVT039001,LEAD01269,CMP014,Social Media,Qualified Lead,2025-09-09,Mobile
EVT039002,LEAD01177,CMP005,Google Ads,Impression,2025-04-28,Mobile
EVT039003,LEAD18017,CMP017,Google Ads,Impression,2025-08-18,Mobile
EVT039004,LEAD12746,CMP007,Social Media,Lead,2025-08-06,Mobile
EVT039005,LEAD11962,CMP007,Google Ads,Click,2025-12-09,Mobile
EVT039006,LEAD36382,CMP010,YouTube,Impression,2025-03-05,Mobile
EVT039007,LEAD49267,CMP007,YouTube,Impression,2025-09-10,Desktop
EVT039008,LEAD41713,CMP012,Social Media,Impression,2025-01-12,Mobile
EVT039009,LEAD39359,CMP018,Google Ads,Lead,2025-07-07,Desktop
EVT039010,LEAD06769,CMP017,Google Ads,Click,2025-05-22,Tablet
EVT039011,LEAD18973,CMP011,YouTube,Impression,2025-10-07,Mobile
EVT039012,LEAD33090,CMP017,Email,Lead,2025-04-18,Mobile
EVT039013,LEAD07627,CMP007,YouTube,Click,2025-08-29,Mobile
EVT039014,LEAD45282,CMP016,Google Ads,Impression,2025-08-19,Tablet
EVT039015,LEAD28404,CMP017,Social Media,Click,2025-08-09,Mobile
EVT039016,LEAD29033,CMP020,Google Ads,Impression,2025-11-19,Desktop
EVT039017,LEAD30227,CMP013,Email,Impression,2025-08-07,Desktop
EVT039018,LEAD49986,CMP010,Google Ads,Impression,2025-02-05,Mobile
EVT039019,LEAD28784,CMP006,Google Ads,Customer,2025-12-23,Mobile
EVT039020,LEAD08404,CMP016,YouTube,Impression,2025-07-29,Mobile
EVT039021,LEAD42217,CMP008,Email,Qualified Lead,2025-09-17,Mobile
EVT039022,LEAD29620,CMP012,Social Media,Click,2025-08-19,Tablet
EVT039023,LEAD49311,CMP012,Social Media,Click,2025-02-12,Mobile
EVT039024,LEAD02620,CMP019,Social Media,Impression,2025-03-12,Mobile
EVT039025,LEAD01348,CMP019,Social Media,Impression,2025-08-22,Desktop
EVT039026,LEAD03165,CMP003,Google Ads,Customer,2025-08-28,Mobile
EVT039027,LEAD13560,CMP001,YouTube,Qualified Lead,2025-05-05,Mobile
EVT039028,LEAD27789,CMP006,Google Ads,Impression,2025-09-26,Mobile
EVT039029,LEAD33679,CMP012,Social Media,Lead,2025-04-21,Desktop
EVT039030,LEAD07167,CMP001,Social Media,Click,2025-10-31,Mobile
EVT039031,LEAD35220,CMP018,Google Ads,Qualified Lead,2025-03-17,Mobile
EVT039032,LEAD44764,CMP002,YouTube,Impression,2025-05-29,Mobile
EVT039033,LEAD00404,CMP018,Social Media,Lead,2025-05-31,Mobile
EVT039034,LEAD10034,CMP012,Google Ads,Click,2025-02-24,Desktop
EVT039035,LEAD27225,CMP005,Email,Impression,2025-06-04,Mobile
EVT039036,LEAD18075,CMP020,Google Ads,Impression,2025-05-05,Desktop
EVT039037,LEAD03486,CMP004,Social Media,Click,2025-12-19,Mobile
EVT039038,LEAD46520,CMP003,LinkedIn,Customer,2025-05-28,Mobile
EVT039039,LEAD09449,CMP004,YouTube,Click,2025-12-19,Desktop
EVT039040,LEAD20673,CMP007,Email,Impression,2025-08-14,Mobile
EVT039041,LEAD13411,CMP019,Google Ads,Impression,2025-11-14,Mobile
EVT039042,LEAD14263,CMP011,Email,Impression,2025-12-07,Desktop
EVT039043,LEAD27761,CMP016,Social Media,Click,2025-11-18,Mobile
EVT039044,LEAD09835,CMP003,Google Ads,Impression,2025-01-01,Mobile
EVT039045,LEAD32280,CMP017,Google Ads,Impression,2025-01-24,Mobile
EVT039046,LEAD27929,CMP015,Google Ads,Lead,2025-04-30,Mobile
EVT039047,LEAD49675,CMP003,Google Ads,Lead,2025-03-26,Mobile
EVT039048,LEAD20830,CMP020,Google Ads,Lead,2025-07-28,Mobile
EVT039049,LEAD22844,CMP011,LinkedIn,Impression,2025-01-25,Desktop
EVT039050,LEAD34713,CMP004,Social Media,Click,2025-06-10,Mobile
EVT039051,LEAD19956,CMP020,Social Media,Impression,2025-05-30,Desktop
EVT039052,LEAD34329,CMP014,Email,Impression,2025-05-14,Mobile
EVT039053,LEAD31633,CMP001,LinkedIn,Impression,2025-02-26,Desktop
EVT039054,LEAD37516,CMP018,Google Ads,Impression,2025-09-22,Desktop
EVT039055,LEAD07155,CMP017,Email,Click,2025-05-02,Tablet
EVT039056,LEAD28171,CMP015,Email,Impression,2025-03-17,Mobile
EVT039057,LEAD46858,CMP020,Email,Impression,2025-03-15,Desktop
EVT039058,LEAD49745,CMP013,Social Media,Impression,2025-07-28,Mobile
EVT039059,LEAD31164,CMP001,Google Ads,Click,2025-11-13,Mobile
EVT039060,LEAD12086,CMP002,Social Media,Impression,2025-04-24,Desktop
EVT039061,LEAD27245,CMP011,YouTube,Impression,2025-07-15,Mobile
EVT039062,LEAD05328,CMP005,Email,Impression,2025-06-08,Mobile
EVT039063,LEAD17140,CMP015,Google Ads,Customer,2025-12-28,Mobile
EVT039064,LEAD25876,CMP009,Email,Impression,2025-11-27,Mobile
EVT039065,LEAD33265,CMP001,Email,Click,2025-11-08,Mobile
EVT039066,LEAD13061,CMP009,Social Media,Lead,2025-03-18,Mobile
EVT039067,LEAD15657,CMP011,YouTube,Impression,2025-03-07,Mobile
EVT039068,LEAD18806,CMP012,Google Ads,Impression,2025-03-27,Mobile
EVT039069,LEAD34367,CMP001,Email,Impression,2025-03-07,Mobile
EVT039070,LEAD28856,CMP016,Social Media,Impression,2025-02-13,Mobile
EVT039071,LEAD04128,CMP016,Email,Impression,2025-02-15,Mobile
EVT039072,LEAD45892,CMP007,Social Media,Lead,2025-08-21,Mobile
EVT039073,LEAD38320,CMP003,Social Media,Click,2025-03-27,Mobile
EVT039074,LEAD03591,CMP005,Google Ads,Impression,2025-04-19,Desktop
EVT039075,LEAD12974,CMP004,Google Ads,Impression,2025-11-24,Mobile
EVT039076,LEAD16846,CMP003,Social Media,Impression,2025-09-22,Mobile
EVT039077,LEAD37735,CMP003,Social Media,Lead,2025-01-24,Desktop
EVT039078,LEAD48088,CMP020,YouTube,Impression,2025-03-11,Desktop
EVT039079,LEAD27282,CMP003,LinkedIn,Impression,2025-07-27,Mobile
EVT039080,LEAD44284,CMP018,Google Ads,Click,2025-03-25,Mobile
EVT039081,LEAD16550,CMP012,Social Media,Impression,2025-05-30,Mobile
EVT039082,LEAD27624,CMP017,Google Ads,Click,2025-12-22,Desktop
EVT039083,LEAD34497,CMP017,Social Media,Qualified Lead,2025-05-21,Mobile
EVT039084,LEAD24081,CMP008,Social Media,Impression,2025-09-11,Mobile
EVT039085,LEAD04698,CMP001,Social Media,Click,2025-09-13,Desktop
EVT039086,LEAD15731,CMP017,YouTube,Click,2025-02-13,Mobile
EVT039087,LEAD28246,CMP009,LinkedIn,Impression,2025-07-22,Desktop
EVT039088,LEAD44135,CMP011,LinkedIn,Impression,2025-07-10,Desktop
EVT039089,LEAD31314,CMP013,Social Media,Lead,2025-01-06,Mobile
EVT039090,LEAD18558,CMP003,Google Ads,Click,2025-01-10,Mobile
EVT039091,LEAD00038,CMP018,YouTube,Lead,2025-08-23,Desktop
EVT039092,LEAD29909,CMP010,Email,Click,2025-07-22,Desktop
EVT039093,LEAD40255,CMP015,YouTube,Impression,2025-02-13,Mobile
EVT039094,LEAD02022,CMP001,LinkedIn,Click,2025-10-23,Mobile
EVT039095,LEAD39649,CMP006,Google Ads,Click,2025-01-23,Mobile
EVT039096,LEAD37290,CMP015,Social Media,Impression,2025-05-25,Mobile
EVT039097,LEAD08840,CMP007,LinkedIn,Click,2025-07-12,Mobile
EVT039098,LEAD31006,CMP006,YouTube,Impression,2025-11-16,Tablet
EVT039099,LEAD03303,CMP015,Google Ads,Impression,2025-10-23,Desktop
EVT039100,LEAD08512,CMP018,Social Media,Impression,2025-07-09,Mobile
EVT039101,LEAD20992,CMP013,LinkedIn,Lead,2025-05-12,Mobile
EVT039102,LEAD39137,CMP001,Email,Impression,2025-01-23,Mobile
EVT039103,LEAD43514,CMP018,Google Ads,Click,2025-04-20,Mobile
EVT039104,LEAD09915,CMP003,Email,Customer,2025-12-29,Mobile
EVT039105,LEAD09949,CMP012,YouTube,Impression,2025-01-08,Desktop
EVT039106,LEAD44639,CMP001,Google Ads,Lead,2025-11-15,Mobile
EVT039107,LEAD28355,CMP007,Email,Impression,2025-03-06,Desktop
EVT039108,LEAD05874,CMP008,Google Ads,Impression,2025-09-09,Mobile
EVT039109,LEAD31462,CMP015,Google Ads,Impression,2025-06-24,Desktop
EVT039110,LEAD07499,CMP005,YouTube,Impression,2025-06-22,Mobile
EVT039111,LEAD23557,CMP003,Email,Impression,2025-04-09,Mobile
EVT039112,LEAD32607,CMP007,Email,Impression,2025-09-20,Mobile
EVT039113,LEAD27092,CMP004,Google Ads,Impression,2025-05-17,Mobile
EVT039114,LEAD05636,CMP002,Google Ads,Impression,2025-06-18,Mobile
EVT039115,LEAD33533,CMP007,Google Ads,Impression,2025-09-14,Desktop
EVT039116,LEAD22691,CMP001,Social Media,Lead,2025-10-27,Desktop
EVT039117,LEAD17037,CMP011,Google Ads,Impression,2025-02-28,Desktop
EVT039118,LEAD45041,CMP009,Google Ads,Qualified Lead,2025-06-21,Mobile
EVT039119,LEAD47912,CMP010,Social Media,Impression,2025-11-11,Desktop
EVT039120,LEAD44563,CMP019,Email,Impression,2025-10-17,Desktop
EVT039121,LEAD10322,CMP015,Social Media,Click,2025-09-30,Mobile
EVT039122,LEAD29153,CMP010,LinkedIn,Impression,2025-05-31,Mobile
EVT039123,LEAD20349,CMP017,Social Media,Qualified Lead,2025-07-27,Mobile
EVT039124,LEAD20996,CMP012,Email,Customer,2025-07-28,Desktop
EVT039125,LEAD24763,CMP004,Social Media,Impression,2025-08-22,Mobile
EVT039126,LEAD00146,CMP014,YouTube,Impression,2025-05-20,Desktop
EVT039127,LEAD05102,CMP019,LinkedIn,Lead,2025-11-20,Mobile
EVT039128,LEAD04248,CMP013,YouTube,Impression,2025-11-02,Mobile
EVT039129,LEAD09579,CMP004,Email,Click,2025-08-08,Desktop
EVT039130,LEAD04189,CMP007,Email,Lead,2025-12-28,Mobile
EVT039131,LEAD31775,CMP018,Email,Lead,2025-02-08,Desktop
EVT039132,LEAD43548,CMP011,Email,Impression,2025-07-01,Desktop
EVT039133,LEAD02697,CMP013,LinkedIn,Impression,2025-01-18,Mobile
EVT039134,LEAD41009,CMP017,Social Media,Click,2025-06-25,Desktop
EVT039135,LEAD46959,CMP015,Google Ads,Click,2025-12-12,Desktop
EVT039136,LEAD19714,CMP015,Google Ads,Impression,2025-08-03,Mobile
EVT039137,LEAD44550,CMP017,YouTube,Impression,2025-04-02,Mobile
EVT039138,LEAD43549,CMP005,Google Ads,Impression,2025-05-07,Mobile
EVT039139,LEAD30876,CMP009,Google Ads,Customer,2025-01-15,Mobile
EVT039140,LEAD25351,CMP004,LinkedIn,Click,2025-07-16,Mobile
EVT039141,LEAD04642,CMP020,YouTube,Impression,2025-11-18,Tablet
EVT039142,LEAD05560,CMP007,LinkedIn,Impression,2025-01-16,Desktop
EVT039143,LEAD34029,CMP010,Google Ads,Lead,2025-10-08,Mobile
EVT039144,LEAD49802,CMP001,Social Media,Impression,2025-12-29,Desktop
EVT039145,LEAD11632,CMP002,Social Media,Lead,2025-04-10,Tablet
EVT039146,LEAD35817,CMP010,YouTube,Click,2025-09-23,Mobile
EVT039147,LEAD02024,CMP008,Social Media,Impression,2025-04-11,Mobile
EVT039148,LEAD25657,CMP019,LinkedIn,Click,2025-03-03,Desktop
EVT039149,LEAD20655,CMP001,Google Ads,Impression,2025-04-30,Mobile
EVT039150,LEAD21718,CMP002,LinkedIn,Impression,2025-01-27,Desktop
EVT039151,LEAD34843,CMP016,Social Media,Lead,2025-05-06,Mobile
EVT039152,LEAD32551,CMP002,Google Ads,Impression,2025-05-08,Desktop
EVT039153,LEAD45203,CMP004,Social Media,Impression,2025-12-03,Mobile
EVT039154,LEAD45924,CMP016,YouTube,Qualified Lead,2025-11-13,Mobile
EVT039155,LEAD35081,CMP019,Email,Click,2025-11-09,Tablet
EVT039156,LEAD03475,CMP008,Social Media,Click,2025-04-22,Mobile
EVT039157,LEAD14172,CMP017,Google Ads,Lead,2025-02-22,Mobile
EVT039158,LEAD03261,CMP003,Social Media,Impression,2025-11-29,Mobile
EVT039159,LEAD49110,CMP017,Social Media,Click,2025-10-15,Mobile
EVT039160,LEAD05619,CMP003,Social Media,Impression,2025-11-15,Mobile
EVT039161,LEAD45766,CMP012,Google Ads,Lead,2025-03-30,Mobile
EVT039162,LEAD34119,CMP006,Email,Click,2025-05-01,Mobile
EVT039163,LEAD09286,CMP014,YouTube,Click,2025-06-21,Mobile
EVT039164,LEAD38817,CMP008,Google Ads,Lead,2025-11-21,Desktop
EVT039165,LEAD08142,CMP006,Social Media,Impression,2025-12-29,Mobile
EVT039166,LEAD28353,CMP013,Social Media,Click,2025-10-13,Mobile
EVT039167,LEAD44057,CMP002,Google Ads,Lead,2025-05-19,Desktop
EVT039168,LEAD23708,CMP005,Google Ads,Impression,2025-09-08,Desktop
EVT039169,LEAD22162,CMP009,Social Media,Click,2025-08-25,Mobile
EVT039170,LEAD01855,CMP001,Social Media,Lead,2025-04-16,Mobile
EVT039171,LEAD18651,CMP012,Google Ads,Click,2025-03-29,Desktop
EVT039172,LEAD16945,CMP016,YouTube,Impression,2025-01-11,Mobile
EVT039173,LEAD07547,CMP018,Social Media,Impression,2025-07-02,Desktop
EVT039174,LEAD48322,CMP015,YouTube,Impression,2025-01-06,Desktop
EVT039175,LEAD07208,CMP010,Social Media,Impression,2025-08-02,Mobile
EVT039176,LEAD29269,CMP009,LinkedIn,Impression,2025-10-27,Mobile
EVT039177,LEAD06487,CMP005,YouTube,Impression,2025-04-13,Tablet
EVT039178,LEAD31223,CMP010,LinkedIn,Click,2025-09-18,Tablet
EVT039179,LEAD29122,CMP016,Google Ads,Qualified Lead,2025-11-20,Mobile
EVT039180,LEAD18768,CMP020,YouTube,Impression,2025-11-02,Mobile
EVT039181,LEAD38916,CMP006,Email,Lead,2025-02-27,Mobile
EVT039182,LEAD10018,CMP010,Social Media,Impression,2025-07-18,Desktop
EVT039183,LEAD15095,CMP014,Social Media,Impression,2025-08-21,Tablet
EVT039184,LEAD31237,CMP017,Social Media,Impression,2025-10-21,Mobile
EVT039185,LEAD07665,CMP011,Social Media,Lead,2025-02-03,Tablet
EVT039186,LEAD29922,CMP006,YouTube,Qualified Lead,2025-01-18,Desktop
EVT039187,LEAD29846,CMP014,Google Ads,Click,2025-06-10,Tablet
EVT039188,LEAD14574,CMP019,LinkedIn,Qualified Lead,2025-12-14,Mobile
EVT039189,LEAD01684,CMP010,Social Media,Impression,2025-12-01,Tablet
EVT039190,LEAD09391,CMP013,Social Media,Click,2025-12-13,Desktop
EVT039191,LEAD33778,CMP007,Email,Lead,2025-11-24,Mobile
EVT039192,LEAD48589,CMP008,Google Ads,Click,2025-01-13,Mobile
EVT039193,LEAD31778,CMP003,Google Ads,Impression,2025-08-11,Mobile
EVT039194,LEAD42668,CMP015,LinkedIn,Lead,2025-02-03,Mobile
EVT039195,LEAD29112,CMP017,YouTube,Impression,2025-12-14,Mobile
EVT039196,LEAD29981,CMP016,Google Ads,Qualified Lead,2025-08-03,Mobile
EVT039197,LEAD35381,CMP005,Email,Impression,2025-08-24,Tablet
EVT039198,LEAD23809,CMP011,YouTube,Impression,2025-07-05,Mobile
EVT039199,LEAD07227,CMP011,LinkedIn,Impression,2025-07-03,Desktop
EVT039200,LEAD22448,CMP019,YouTube,Click,2025-05-09,Desktop
EVT039201,LEAD37110,CMP015,Social Media,Click,2025-08-27,Mobile
EVT039202,LEAD17927,CMP014,Google Ads,Impression,2025-08-04,Mobile
EVT039203,LEAD17622,CMP011,Google Ads,Lead,2025-03-07,Desktop
EVT039204,LEAD11168,CMP011,Social Media,Lead,2025-02-12,Desktop
EVT039205,LEAD05710,CMP012,Social Media,Lead,2025-08-08,Mobile
EVT039206,LEAD13241,CMP006,Social Media,Click,2025-04-21,Desktop
EVT039207,LEAD35032,CMP001,Google Ads,Qualified Lead,2025-09-09,Mobile
EVT039208,LEAD32147,CMP012,Email,Impression,2025-08-16,Mobile
EVT039209,LEAD49435,CMP002,Social Media,Customer,2025-01-01,Desktop
EVT039210,LEAD07999,CMP004,Social Media,Customer,2025-07-12,Mobile
EVT039211,LEAD49084,CMP009,LinkedIn,Click,2025-11-09,Mobile
EVT039212,LEAD40509,CMP016,Email,Impression,2025-07-09,Mobile
EVT039213,LEAD10813,CMP009,YouTube,Impression,2025-09-02,Mobile
EVT039214,LEAD31102,CMP010,Social Media,Impression,2025-06-07,Mobile
EVT039215,LEAD14229,CMP002,LinkedIn,Impression,2025-11-06,Tablet
EVT039216,LEAD24748,CMP001,Google Ads,Impression,2025-04-10,Mobile
EVT039217,LEAD46301,CMP001,Social Media,Impression,2025-12-27,Mobile
EVT039218,LEAD29791,CMP002,Google Ads,Impression,2025-11-10,Mobile
EVT039219,LEAD01883,CMP010,YouTube,Lead,2025-07-12,Desktop
EVT039220,LEAD38956,CMP020,Email,Impression,2025-04-29,Desktop
EVT039221,LEAD18660,CMP009,Google Ads,Impression,2025-11-29,Mobile
EVT039222,LEAD47421,CMP008,YouTube,Impression,2025-07-21,Mobile
EVT039223,LEAD23259,CMP003,Social Media,Impression,2025-04-28,Desktop
EVT039224,LEAD23887,CMP012,Google Ads,Qualified Lead,2025-02-14,Mobile
EVT039225,LEAD41561,CMP011,Social Media,Impression,2025-03-14,Mobile
EVT039226,LEAD31344,CMP001,YouTube,Impression,2025-02-02,Mobile
EVT039227,LEAD18408,CMP016,YouTube,Impression,2025-08-29,Mobile
EVT039228,LEAD49619,CMP006,Google Ads,Customer,2025-08-15,Mobile
EVT039229,LEAD03951,CMP010,Social Media,Impression,2025-02-03,Desktop
EVT039230,LEAD03890,CMP013,Email,Impression,2025-11-29,Desktop
EVT039231,LEAD30411,CMP013,YouTube,Impression,2025-06-12,Desktop
EVT039232,LEAD28969,CMP002,YouTube,Impression,2025-08-21,Mobile
EVT039233,LEAD18977,CMP011,Social Media,Click,2025-05-14,Mobile
EVT039234,LEAD23017,CMP006,Google Ads,Impression,2025-08-06,Mobile
EVT039235,LEAD09212,CMP008,Google Ads,Lead,2025-10-16,Desktop
EVT039236,LEAD22743,CMP014,Google Ads,Qualified Lead,2025-10-23,Mobile
EVT039237,LEAD23554,CMP014,Social Media,Impression,2025-11-23,Desktop
EVT039238,LEAD29333,CMP001,Google Ads,Impression,2025-06-22,Mobile
EVT039239,LEAD13090,CMP014,Email,Impression,2025-02-10,Desktop
EVT039240,LEAD48335,CMP003,YouTube,Impression,2025-08-24,Desktop
EVT039241,LEAD04437,CMP011,Social Media,Impression,2025-01-19,Desktop
EVT039242,LEAD17088,CMP014,Social Media,Impression,2025-04-10,Desktop
EVT039243,LEAD25429,CMP013,Google Ads,Impression,2025-12-06,Desktop
EVT039244,LEAD08498,CMP013,YouTube,Impression,2025-04-29,Mobile
EVT039245,LEAD28155,CMP016,LinkedIn,Click,2025-10-25,Mobile
EVT039246,LEAD26510,CMP008,YouTube,Impression,2025-07-31,Desktop
EVT039247,LEAD40405,CMP002,LinkedIn,Impression,2025-09-04,Tablet
EVT039248,LEAD44748,CMP015,YouTube,Impression,2025-09-14,Desktop
EVT039249,LEAD41834,CMP002,Google Ads,Impression,2025-09-26,Mobile
EVT039250,LEAD34350,CMP009,Email,Impression,2025-01-20,Mobile
EVT039251,LEAD03958,CMP003,Social Media,Click,2025-04-17,Mobile
EVT039252,LEAD37359,CMP018,Google Ads,Impression,2025-04-04,Tablet
EVT039253,LEAD14914,CMP012,YouTube,Impression,2025-04-12,Desktop
EVT039254,LEAD09798,CMP003,YouTube,Impression,2025-04-27,Mobile
EVT039255,LEAD07532,CMP015,Google Ads,Impression,2025-03-27,Desktop
EVT039256,LEAD13826,CMP006,Social Media,Impression,2025-03-21,Mobile
EVT039257,LEAD06912,CMP004,Google Ads,Impression,2025-09-15,Desktop
EVT039258,LEAD32317,CMP018,Google Ads,Customer,2025-09-11,Desktop
EVT039259,LEAD05732,CMP012,Social Media,Impression,2025-11-07,Desktop
EVT039260,LEAD17280,CMP005,LinkedIn,Impression,2025-05-03,Mobile
EVT039261,LEAD47559,CMP008,Social Media,Impression,2025-12-27,Tablet
EVT039262,LEAD46224,CMP014,Google Ads,Lead,2025-11-03,Mobile
EVT039263,LEAD44224,CMP009,Google Ads,Click,2025-01-04,Mobile
EVT039264,LEAD24417,CMP001,Email,Qualified Lead,2025-12-24,Desktop
EVT039265,LEAD28001,CMP016,LinkedIn,Click,2025-03-20,Mobile
EVT039266,LEAD12046,CMP018,YouTube,Impression,2025-10-23,Mobile
EVT039267,LEAD36300,CMP016,YouTube,Impression,2025-12-31,Mobile
EVT039268,LEAD10667,CMP012,Google Ads,Impression,2025-07-14,Desktop
EVT039269,LEAD18246,CMP012,Email,Impression,2025-02-19,Mobile
EVT039270,LEAD32567,CMP014,Social Media,Impression,2025-06-03,Mobile
EVT039271,LEAD27340,CMP008,Social Media,Impression,2025-05-17,Desktop
EVT039272,LEAD04853,CMP005,Google Ads,Impression,2025-03-26,Mobile
EVT039273,LEAD16415,CMP006,Social Media,Impression,2025-03-17,Desktop
EVT039274,LEAD14282,CMP013,LinkedIn,Impression,2025-06-29,Desktop
EVT039275,LEAD48539,CMP020,Social Media,Impression,2025-07-04,Mobile
EVT039276,LEAD47156,CMP020,Social Media,Impression,2025-06-10,Mobile
EVT039277,LEAD28032,CMP014,LinkedIn,Impression,2025-08-01,Tablet
EVT039278,LEAD16627,CMP017,Email,Impression,2025-07-15,Mobile
EVT039279,LEAD23303,CMP010,Social Media,Impression,2025-11-15,Mobile
EVT039280,LEAD45742,CMP013,Social Media,Impression,2025-06-15,Desktop
EVT039281,LEAD46692,CMP011,Social Media,Customer,2025-09-07,Tablet
EVT039282,LEAD30113,CMP001,Email,Impression,2025-02-21,Mobile
EVT039283,LEAD05512,CMP007,Email,Click,2025-12-27,Tablet
EVT039284,LEAD38277,CMP005,Email,Qualified Lead,2025-11-06,Desktop
EVT039285,LEAD04669,CMP005,Social Media,Click,2025-11-27,Desktop
EVT039286,LEAD06088,CMP001,YouTube,Click,2025-03-28,Mobile
EVT039287,LEAD07016,CMP002,YouTube,Impression,2025-08-26,Mobile
EVT039288,LEAD31420,CMP014,Email,Impression,2025-07-03,Desktop
EVT039289,LEAD39431,CMP019,Google Ads,Impression,2025-11-19,Desktop
EVT039290,LEAD31315,CMP018,Social Media,Impression,2025-06-21,Mobile
EVT039291,LEAD11615,CMP014,Social Media,Impression,2025-06-06,Desktop
EVT039292,LEAD04004,CMP007,YouTube,Qualified Lead,2025-06-27,Mobile
EVT039293,LEAD26236,CMP006,Social Media,Impression,2025-12-31,Mobile
EVT039294,LEAD33367,CMP016,Social Media,Click,2025-09-14,Tablet
EVT039295,LEAD32838,CMP001,Google Ads,Lead,2025-11-26,Mobile
EVT039296,LEAD08140,CMP013,Email,Click,2025-04-22,Mobile
EVT039297,LEAD09586,CMP003,Email,Lead,2025-09-27,Mobile
EVT039298,LEAD03660,CMP013,LinkedIn,Impression,2025-03-21,Desktop
EVT039299,LEAD26226,CMP003,LinkedIn,Impression,2025-05-12,Desktop
