Customer_ID,First_Touch,Second_Touch,Third_Touch,Last_Touch,Converted,Revenue
CUST008907,YouTube,LinkedIn,LinkedIn,Social Media,0,0
CUST008908,Social Media,LinkedIn,Google Ads,Google Ads,0,0
CUST008909,LinkedIn,Google Ads,Google Ads,Google Ads,1,2314
CUST008910,LinkedIn,Social Media,LinkedIn,LinkedIn,0,0
CUST008911,Social Media,LinkedIn,Google Ads,Google Ads,0,0
CUST008912,Google Ads,YouTube,YouTube,Google Ads,0,0
CUST008913,YouTube,YouTube,Google Ads,LinkedIn,0,0
CUST008914,LinkedIn,Email,Social Media,LinkedIn,1,8970
CUST008915,YouTube,YouTube,Email,Google Ads,0,0
CUST008916,Social Media,LinkedIn,Google Ads,YouTube,0,0
CUST008917,YouTube,LinkedIn,Google Ads,Social Media,0,0
CUST008918,Social Media,YouTube,Social Media,Google Ads,0,0
CUST008919,Google Ads,Google Ads,Social Media,Google Ads,0,0
CUST008920,Social Media,Social Media,Google Ads,YouTube,0,0
CUST008921,Social Media,LinkedIn,YouTube,Email,0,0
CUST008922,LinkedIn,YouTube,Google Ads,Email,1,6229
CUST008923,YouTube,YouTube,YouTube,Social Media,0,0
CUST008924,LinkedIn,LinkedIn,Email,LinkedIn,1,9327
CUST008925,Email,Email,LinkedIn,Google Ads,1,4014
CUST008926,Social Media,Social Media,Email,YouTube,0,0
CUST008927,Email,LinkedIn,Google Ads,LinkedIn,1,3086
CUST008928,LinkedIn,YouTube,Google Ads,LinkedIn,1,1193
CUST008929,YouTube,Email,YouTube,Email,1,7447
CUST008930,LinkedIn,LinkedIn,Social Media,Google Ads,1,1072
CUST008931,YouTube,Social Media,YouTube,Social Media,1,7572
CUST008932,YouTube,Email,Social Media,YouTube,0,0
CUST008933,Google Ads,YouTube,Social Media,Google Ads,0,0
CUST008934,Social Media,Google Ads,Social Media,LinkedIn,0,0
CUST008935,LinkedIn,Social Media,Social Media,LinkedIn,0,0
CUST008936,YouTube,Email,Google Ads,Social Media,0,0
CUST008937,LinkedIn,LinkedIn,LinkedIn,Email,0,0
CUST008938,LinkedIn,LinkedIn,LinkedIn,Social Media,0,0
CUST008939,YouTube,Email,Email,Social Media,1,3810
CUST008940,Email,LinkedIn,Email,Google Ads,0,0
CUST008941,Social Media,Email,Email,Email,1,1679
CUST008942,Social Media,Social Media,YouTube,LinkedIn,1,7350
CUST008943,Google Ads,LinkedIn,Email,Email,0,0
CUST008944,Google Ads,Social Media,Email,Google Ads,0,0
CUST008945,Google Ads,YouTube,Email,Google Ads,0,0
CUST008946,Social Media,YouTube,Google Ads,Social Media,1,9529
CUST008947,Email,YouTube,Email,Google Ads,1,1367
CUST008948,Social Media,YouTube,LinkedIn,Email,0,0
CUST008949,Social Media,LinkedIn,Google Ads,Social Media,0,0
CUST008950,Social Media,Email,Social Media,Social Media,1,2361
CUST008951,Social Media,LinkedIn,YouTube,Social Media,1,5537
CUST008952,Email,LinkedIn,Google Ads,Email,0,0
CUST008953,Google Ads,Social Media,Google Ads,Social Media,1,6658
CUST008954,LinkedIn,Email,LinkedIn,YouTube,1,2945
CUST008955,Google Ads,Google Ads,Email,YouTube,0,0
CUST008956,Google Ads,Google Ads,Social Media,Email,0,0
CUST008957,LinkedIn,Email,LinkedIn,LinkedIn,1,9998
CUST008958,Social Media,Google Ads,LinkedIn,LinkedIn,0,0
CUST008959,Email,Email,Google Ads,Social Media,0,0
CUST008960,Email,Social Media,Social Media,Email,1,3543
CUST008961,Google Ads,Social Media,LinkedIn,Social Media,1,1886
CUST008962,LinkedIn,LinkedIn,YouTube,Social Media,0,0
CUST008963,YouTube,Google Ads,YouTube,YouTube,0,0
CUST008964,Social Media,Email,LinkedIn,Google Ads,1,5988
CUST008965,Google Ads,Social Media,Google Ads,Email,0,0
CUST008966,Email,LinkedIn,YouTube,Google Ads,0,0
CUST008967,LinkedIn,Google Ads,Google Ads,YouTube,0,0
CUST008968,LinkedIn,Google Ads,Email,Google Ads,0,0
CUST008969,Google Ads,Google Ads,Email,YouTube,0,0
CUST008970,YouTube,Social Media,Google Ads,LinkedIn,0,0
CUST008971,Email,Social Media,LinkedIn,YouTube,0,0
CUST008972,Google Ads,Google Ads,Email,Email,0,0
CUST008973,YouTube,Social Media,Email,LinkedIn,0,0
CUST008974,LinkedIn,Google Ads,YouTube,Social Media,1,7970
CUST008975,Social Media,YouTube,LinkedIn,Email,0,0
CUST008976,Email,Social Media,Google Ads,Email,1,6812
CUST008977,Email,Email,Email,Email,0,0
CUST008978,YouTube,Social Media,LinkedIn,Google Ads,0,0
CUST008979,Google Ads,Google Ads,Email,Google Ads,1,6810
CUST008980,LinkedIn,Email,YouTube,Social Media,0,0
CUST008981,YouTube,LinkedIn,LinkedIn,Google Ads,0,0
CUST008982,Social Media,Email,Social Media,Email,1,3878
CUST008983,Social Media,Email,YouTube,YouTube,0,0
CUST008984,Social Media,Social Media,Google Ads,Social Media,0,0
CUST008985,YouTube,Email,LinkedIn,Social Media,0,0
CUST008986,LinkedIn,Email,Email,Email,0,0
CUST008987,Email,Google Ads,LinkedIn,LinkedIn,0,0
CUST008988,Google Ads,Social Media,Google Ads,Google Ads,0,0
CUST008989,Email,Google Ads,LinkedIn,LinkedIn,0,0
CUST008990,LinkedIn,Social Media,Email,Email,1,2891
CUST008991,Email,LinkedIn,YouTube,LinkedIn,0,0
CUST008992,YouTube,Email,YouTube,Email,1,2579
CUST008993,Social Media,Social Media,Email,Google Ads,0,0
CUST008994,LinkedIn,Email,Social Media,Google Ads,1,931
CUST008995,LinkedIn,Email,Social Media,Social Media,0,0
CUST008996,Email,YouTube,YouTube,LinkedIn,1,7456
CUST008997,YouTube,Google Ads,Google Ads,LinkedIn,0,0
CUST008998,Email,Social Media,LinkedIn,LinkedIn,1,1635
CUST008999,Email,LinkedIn,Email,LinkedIn,0,0
CUST009000,LinkedIn,YouTube,Google Ads,YouTube,0,0
CUST009001,Email,Google Ads,LinkedIn,Social Media,1,9499
CUST009002,Social Media,LinkedIn,YouTube,Social Media,0,0
CUST009003,Email,LinkedIn,Email,YouTube,0,0
CUST009004,Social Media,Email,Google Ads,LinkedIn,1,5097
CUST009005,LinkedIn,Google Ads,LinkedIn,YouTube,1,2562
CUST009006,YouTube,YouTube,YouTube,LinkedIn,1,2316
CUST009007,Social Media,Social Media,YouTube,YouTube,0,0
CUST009008,YouTube,Social Media,LinkedIn,Social Media,0,0
CUST009009,YouTube,YouTube,Social Media,YouTube,0,0
CUST009010,Social Media,Email,Social Media,Email,1,702
CUST009011,LinkedIn,Email,LinkedIn,LinkedIn,0,0
CUST009012,Google Ads,LinkedIn,LinkedIn,YouTube,0,0
CUST009013,YouTube,Google Ads,LinkedIn,LinkedIn,0,0
CUST009014,YouTube,LinkedIn,YouTube,Google Ads,1,6521
CUST009015,LinkedIn,Social Media,Email,LinkedIn,0,0
CUST009016,LinkedIn,YouTube,YouTube,YouTube,0,0
CUST009017,Email,Google Ads,YouTube,LinkedIn,0,0
CUST009018,LinkedIn,YouTube,Social Media,Email,0,0
CUST009019,YouTube,Google Ads,LinkedIn,Email,0,0
CUST009020,Social Media,Social Media,YouTube,YouTube,1,9983
CUST009021,Google Ads,Social Media,YouTube,YouTube,1,4870
CUST009022,Email,Google Ads,LinkedIn,LinkedIn,0,0
CUST009023,Social Media,Email,Email,Social Media,0,0
CUST009024,Google Ads,Google Ads,Social Media,Email,0,0
CUST009025,Google Ads,Social Media,Google Ads,Email,0,0
CUST009026,Google Ads,YouTube,YouTube,Google Ads,0,0
CUST009027,Social Media,LinkedIn,Email,Google Ads,1,8513
CUST009028,Email,YouTube,Google Ads,Social Media,0,0
CUST009029,Email,Social Media,LinkedIn,Email,0,0
CUST009030,Google Ads,YouTube,Google Ads,YouTube,0,0
CUST009031,Social Media,Email,LinkedIn,Email,0,0
CUST009032,Google Ads,Email,Email,YouTube,0,0
CUST009033,LinkedIn,Google Ads,Google Ads,YouTube,0,0
CUST009034,Email,YouTube,Social Media,Social Media,1,9779
CUST009035,YouTube,YouTube,Email,Email,0,0
CUST009036,Google Ads,Social Media,Google Ads,LinkedIn,0,0
CUST009037,LinkedIn,Google Ads,YouTube,Email,1,6488
CUST009038,Email,Google Ads,Google Ads,Email,0,0
CUST009039,Social Media,YouTube,Google Ads,Google Ads,0,0
CUST009040,Email,LinkedIn,Social Media,Social Media,1,999
CUST009041,Social Media,YouTube,Email,LinkedIn,0,0
CUST009042,Social Media,YouTube,YouTube,LinkedIn,0,0
CUST009043,Google Ads,YouTube,Email,LinkedIn,0,0
CUST009044,Google Ads,Email,Email,YouTube,0,0
CUST009045,Email,Google Ads,YouTube,Social Media,1,5898
CUST009046,LinkedIn,Email,YouTube,Google Ads,0,0
CUST009047,Email,LinkedIn,Social Media,YouTube,1,541
CUST009048,YouTube,Social Media,LinkedIn,LinkedIn,1,3749
CUST009049,Social Media,LinkedIn,Social Media,YouTube,0,0
CUST009050,Social Media,Google Ads,YouTube,YouTube,1,6242
CUST009051,Google Ads,Social Media,Google Ads,LinkedIn,0,0
CUST009052,LinkedIn,LinkedIn,Google Ads,LinkedIn,0,0
CUST009053,Google Ads,Google Ads,Email,Google Ads,0,0
CUST009054,YouTube,LinkedIn,Email,Social Media,1,9979
CUST009055,Email,Social Media,LinkedIn,Email,0,0
CUST009056,Email,Social Media,LinkedIn,Email,1,6188
CUST009057,LinkedIn,LinkedIn,LinkedIn,Email,0,0
CUST009058,Google Ads,Email,LinkedIn,Google Ads,0,0
CUST009059,Google Ads,LinkedIn,Google Ads,YouTube,0,0
CUST009060,YouTube,LinkedIn,YouTube,LinkedIn,1,1101
CUST009061,Email,LinkedIn,LinkedIn,Social Media,1,4163
CUST009062,Google Ads,Email,Social Media,Email,1,5552
CUST009063,LinkedIn,YouTube,LinkedIn,Social Media,1,8857
CUST009064,Email,Social Media,Google Ads,Social Media,0,0
CUST009065,YouTube,Google Ads,Email,LinkedIn,1,8299
CUST009066,LinkedIn,Social Media,Social Media,Google Ads,0,0
CUST009067,Social Media,Social Media,LinkedIn,LinkedIn,0,0
CUST009068,YouTube,YouTube,Google Ads,Google Ads,0,0
CUST009069,LinkedIn,Social Media,Email,YouTube,0,0
CUST009070,Google Ads,Social Media,LinkedIn,Social Media,0,0
CUST009071,Social Media,Email,Google Ads,Email,0,0
CUST009072,YouTube,Email,Google Ads,Social Media,1,5700
CUST009073,Google Ads,Email,YouTube,LinkedIn,0,0
CUST009074,Social Media,Email,Google Ads,Google Ads,0,0
CUST009075,Email,Email,LinkedIn,YouTube,0,0
CUST009076,Google Ads,Google Ads,Google Ads,YouTube,1,7462
CUST009077,LinkedIn,YouTube,Social Media,Google Ads,0,0
CUST009078,YouTube,LinkedIn,Google Ads,Google Ads,1,2831
CUST009079,Social Media,Email,Google Ads,Google Ads,0,0
CUST009080,Google Ads,YouTube,Social Media,YouTube,0,0
CUST009081,Email,LinkedIn,LinkedIn,Social Media,1,9570
CUST009082,YouTube,Social Media,Email,Social Media,0,0
CUST009083,YouTube,Social Media,YouTube,YouTube,1,3887
CUST009084,Google Ads,YouTube,Email,Email,1,1969
CUST009085,Email,Google Ads,LinkedIn,LinkedIn,0,0
CUST009086,Social Media,Google Ads,LinkedIn,YouTube,0,0
CUST009087,Google Ads,YouTube,Social Media,Email,0,0
CUST009088,Social Media,Google Ads,Email,LinkedIn,1,9343
CUST009089,YouTube,Google Ads,Google Ads,Social Media,0,0
CUST009090,Social Media,Social Media,Social Media,Google Ads,1,8383
CUST009091,Email,Google Ads,Social Media,LinkedIn,1,4621
CUST009092,LinkedIn,Google Ads,YouTube,Google Ads,0,0
CUST009093,Email,YouTube,Social Media,Email,0,0
CUST009094,Social Media,Google Ads,Email,YouTube,0,0
CUST009095,Google Ads,Email,LinkedIn,YouTube,0,0
CUST009096,YouTube,Email,YouTube,Google Ads,0,0
CUST009097,LinkedIn,YouTube,Google Ads,LinkedIn,1,6376
CUST009098,Google Ads,Email,Email,LinkedIn,0,0
CUST009099,Google Ads,Social Media,Google Ads,Email,0,0
CUST009100,Email,YouTube,Social Media,YouTube,0,0
CUST009101,Social Media,Google Ads,Email,Google Ads,1,5360
CUST009102,Email,Email,YouTube,Social Media,1,4445
CUST009103,Social Media,Social Media,YouTube,YouTube,0,0
CUST009104,Email,YouTube,Google Ads,YouTube,0,0
CUST009105,Google Ads,YouTube,LinkedIn,Email,0,0
CUST009106,YouTube,Google Ads,YouTube,YouTube,1,8768
CUST009107,Social Media,LinkedIn,Google Ads,Email,0,0
CUST009108,LinkedIn,Email,LinkedIn,Email,1,3332
CUST009109,LinkedIn,Social Media,Email,Social Media,0,0
CUST009110,Google Ads,YouTube,YouTube,LinkedIn,1,8199
CUST009111,Email,Email,YouTube,YouTube,1,9509
CUST009112,Email,Social Media,Google Ads,Email,0,0
CUST009113,Google Ads,Social Media,YouTube,Email,0,0
CUST009114,LinkedIn,YouTube,Google Ads,LinkedIn,0,0
CUST009115,LinkedIn,Email,YouTube,LinkedIn,1,6061
CUST009116,Email,Social Media,Google Ads,Email,0,0
CUST009117,Social Media,YouTube,YouTube,YouTube,1,6633
CUST009118,YouTube,Email,Email,YouTube,0,0
CUST009119,Social Media,Email,Email,YouTube,1,2254
CUST009120,LinkedIn,YouTube,Google Ads,LinkedIn,0,0
CUST009121,Social Media,Email,Email,YouTube,1,654
CUST009122,YouTube,LinkedIn,Google Ads,YouTube,1,6751
CUST009123,Social Media,Social Media,Google Ads,YouTube,0,0
CUST009124,Social Media,Social Media,Social Media,LinkedIn,0,0
CUST009125,Social Media,Email,Email,Google Ads,1,6471
CUST009126,Social Media,YouTube,Social Media,Google Ads,0,0
CUST009127,Google Ads,Google Ads,Social Media,YouTube,0,0
CUST009128,LinkedIn,Email,YouTube,Google Ads,1,8224
CUST009129,YouTube,Google Ads,Google Ads,YouTube,1,3069
CUST009130,LinkedIn,Email,LinkedIn,LinkedIn,1,9579
CUST009131,Google Ads,Google Ads,Social Media,YouTube,1,6958
CUST009132,Google Ads,Email,YouTube,Social Media,0,0
CUST009133,Google Ads,YouTube,Email,Email,0,0
CUST009134,Google Ads,Google Ads,LinkedIn,LinkedIn,0,0
CUST009135,Social Media,LinkedIn,Google Ads,Social Media,1,5386
CUST009136,LinkedIn,YouTube,YouTube,Social Media,0,0
CUST009137,Email,Email,LinkedIn,Email,0,0
CUST009138,YouTube,Google Ads,Google Ads,Social Media,0,0
CUST009139,Google Ads,Social Media,Google Ads,Email,1,5457
CUST009140,LinkedIn,YouTube,LinkedIn,YouTube,1,7722
CUST009141,Google Ads,Google Ads,YouTube,LinkedIn,0,0
CUST009142,Google Ads,YouTube,LinkedIn,LinkedIn,0,0
CUST009143,Google Ads,Google Ads,Social Media,LinkedIn,0,0
CUST009144,Google Ads,Social Media,Google Ads,Email,1,1283
CUST009145,Google Ads,LinkedIn,Email,Email,0,0
CUST009146,YouTube,Social Media,LinkedIn,Social Media,0,0
CUST009147,LinkedIn,Email,LinkedIn,LinkedIn,0,0
CUST009148,Google Ads,YouTube,Google Ads,Social Media,0,0
CUST009149,Google Ads,LinkedIn,Google Ads,YouTube,1,1193
CUST009150,Google Ads,YouTube,LinkedIn,Social Media,1,1770
CUST009151,Google Ads,Google Ads,Email,LinkedIn,0,0
CUST009152,Social Media,Email,Google Ads,Email,0,0
CUST009153,Social Media,Email,Google Ads,Social Media,0,0
CUST009154,Email,YouTube,Social Media,Social Media,1,4806
CUST009155,Google Ads,Email,YouTube,Email,1,9459
CUST009156,Email,YouTube,Social Media,Email,0,0
CUST009157,YouTube,Google Ads,Email,LinkedIn,0,0
CUST009158,Email,Google Ads,YouTube,YouTube,0,0
CUST009159,LinkedIn,YouTube,LinkedIn,LinkedIn,0,0
CUST009160,Social Media,Social Media,Email,Social Media,1,4878
CUST009161,Social Media,Social Media,Email,LinkedIn,0,0
CUST009162,Google Ads,Google Ads,Social Media,LinkedIn,0,0
CUST009163,Google Ads,LinkedIn,YouTube,Email,0,0
CUST009164,YouTube,Social Media,Email,YouTube,1,7252
CUST009165,YouTube,YouTube,YouTube,YouTube,0,0
CUST009166,LinkedIn,Google Ads,LinkedIn,LinkedIn,0,0
CUST009167,Google Ads,Email,YouTube,Email,1,563
CUST009168,Google Ads,Email,Social Media,Email,0,0
CUST009169,YouTube,Social Media,Social Media,Social Media,0,0
CUST009170,YouTube,LinkedIn,Email,Google Ads,1,9868
CUST009171,YouTube,Social Media,YouTube,Social Media,0,0
CUST009172,Social Media,LinkedIn,Social Media,Social Media,0,0
CUST009173,Email,Social Media,Google Ads,Social Media,0,0
CUST009174,Email,Email,Social Media,Google Ads,0,0
CUST009175,Google Ads,LinkedIn,LinkedIn,Email,0,0
CUST009176,Social Media,Email,Google Ads,Email,1,8572
CUST009177,YouTube,YouTube,YouTube,YouTube,0,0
CUST009178,Google Ads,YouTube,Email,YouTube,0,0
CUST009179,Social Media,Google Ads,Google Ads,LinkedIn,0,0
CUST009180,LinkedIn,Email,Social Media,LinkedIn,0,0
CUST009181,Social Media,Email,Email,LinkedIn,1,1181
CUST009182,Google Ads,Google Ads,Email,YouTube,0,0
CUST009183,Email,YouTube,Email,YouTube,0,0
CUST009184,YouTube,YouTube,Email,Social Media,1,8455
CUST009185,LinkedIn,LinkedIn,YouTube,Email,1,5622
CUST009186,Social Media,LinkedIn,YouTube,YouTube,0,0
CUST009187,Google Ads,YouTube,YouTube,Google Ads,1,8400
CUST009188,Google Ads,Social Media,Social Media,Social Media,0,0
CUST009189,YouTube,Email,YouTube,Google Ads,1,1326
CUST009190,Google Ads,LinkedIn,Email,Google Ads,1,8573
CUST009191,Google Ads,Social Media,Google Ads,Email,1,610
CUST009192,YouTube,LinkedIn,Google Ads,Google Ads,0,0
CUST009193,LinkedIn,Google Ads,Google Ads,Google Ads,1,3661
CUST009194,Email,Email,Google Ads,Google Ads,1,3809
CUST009195,Email,LinkedIn,Google Ads,Google Ads,0,0
CUST009196,Social Media,YouTube,LinkedIn,Social Media,0,0
CUST009197,LinkedIn,Google Ads,Google Ads,Social Media,0,0
CUST009198,Social Media,Google Ads,Google Ads,Email,0,0
CUST009199,Email,YouTube,Google Ads,Email,0,0
CUST009200,YouTube,Google Ads,Social Media,Google Ads,1,2606
CUST009201,Google Ads,Email,LinkedIn,LinkedIn,0,0
CUST009202,Email,LinkedIn,Google Ads,Google Ads,0,0
CUST009203,LinkedIn,Google Ads,YouTube,Google Ads,0,0
CUST009204,Email,Email,Social Media,Email,0,0
CUST009205,LinkedIn,YouTube,LinkedIn,YouTube,1,5322
CUST009206,LinkedIn,LinkedIn,YouTube,Email,0,0
CUST009207,LinkedIn,YouTube,YouTube,Social Media,1,2706
CUST009208,Social Media,LinkedIn,Social Media,Email,0,0
CUST009209,YouTube,Google Ads,YouTube,YouTube,1,8400
CUST009210,Email,Google Ads,Email,Google Ads,0,0
CUST009211,YouTube,LinkedIn,Social Media,YouTube,0,0
CUST009212,Google Ads,Email,Social Media,Email,0,0
CUST009213,Email,Email,Email,LinkedIn,1,4963
CUST009214,YouTube,Email,Social Media,Social Media,0,0
CUST009215,YouTube,Social Media,YouTube,YouTube,1,1616
CUST009216,Google Ads,Email,YouTube,Email,0,0
CUST009217,LinkedIn,Google Ads,YouTube,Google Ads,0,0
CUST009218,Email,Social Media,Email,Email,1,2138
CUST009219,Email,Email,YouTube,Google Ads,0,0
CUST009220,Google Ads,Google Ads,Email,LinkedIn,1,4049
CUST009221,LinkedIn,Social Media,Email,Social Media,1,2060
CUST009222,Email,Google Ads,Email,YouTube,1,3228
CUST009223,Email,LinkedIn,Social Media,Email,0,0
CUST009224,Email,Google Ads,LinkedIn,Email,0,0
CUST009225,LinkedIn,Social Media,Email,YouTube,0,0
CUST009226,Google Ads,Email,YouTube,Google Ads,0,0
CUST009227,Email,Social Media,Email,Social Media,1,5511
CUST009228,YouTube,Email,Google Ads,LinkedIn,0,0
CUST009229,LinkedIn,Email,Social Media,YouTube,1,5776
CUST009230,Social Media,YouTube,YouTube,Social Media,0,0
CUST009231,Google Ads,LinkedIn,Social Media,Email,0,0
CUST009232,YouTube,YouTube,Social Media,Social Media,0,0
CUST009233,Email,Social Media,Google Ads,LinkedIn,0,0
CUST009234,Social Media,YouTube,Email,Social Media,0,0
CUST009235,Google Ads,Email,YouTube,Email,0,0
CUST009236,LinkedIn,Social Media,LinkedIn,LinkedIn,1,3247
CUST009237,Social Media,YouTube,Social Media,LinkedIn,1,1198
CUST009238,Social Media,Google Ads,LinkedIn,LinkedIn,0,0
CUST009239,YouTube,LinkedIn,LinkedIn,Email,0,0
CUST009240,Google Ads,Google Ads,Email,Google Ads,0,0
CUST009241,YouTube,Social Media,LinkedIn,Email,0,0
CUST009242,YouTube,YouTube,YouTube,Google Ads,0,0
CUST009243,Email,Email,Email,Google Ads,1,7529
CUST009244,LinkedIn,YouTube,LinkedIn,Email,0,0
CUST009245,Social Media,Social Media,Email,Social Media,1,8331
CUST009246,Google Ads,Social Media,YouTube,Email,1,4711
CUST009247,LinkedIn,Social Media,Social Media,LinkedIn,1,1126
CUST009248,LinkedIn,Social Media,Google Ads,Social Media,0,0
CUST009249,Google Ads,YouTube,Email,YouTube,0,0
CUST009250,LinkedIn,Google Ads,Google Ads,YouTube,0,0
CUST009251,Email,Email,Social Media,YouTube,0,0
CUST009252,LinkedIn,Email,YouTube,LinkedIn,1,6258
CUST009253,Email,LinkedIn,Social Media,LinkedIn,0,0
CUST009254,Social Media,Social Media,Google Ads,Google Ads,0,0
CUST009255,Social Media,Social Media,YouTube,LinkedIn,0,0
CUST009256,YouTube,Social Media,LinkedIn,Google Ads,0,0
CUST009257,Email,Google Ads,LinkedIn,YouTube,0,0
CUST009258,Social Media,Social Media,Email,Email,1,694
CUST009259,LinkedIn,LinkedIn,LinkedIn,Email,0,0
CUST009260,Google Ads,LinkedIn,Google Ads,LinkedIn,0,0
CUST009261,Google Ads,Google Ads,LinkedIn,YouTube,0,0
CUST009262,Email,Social Media,Email,YouTube,0,0
CUST009263,YouTube,YouTube,YouTube,Google Ads,0,0
CUST009264,LinkedIn,YouTube,LinkedIn,Google Ads,0,0
CUST009265,Email,Email,Email,YouTube,0,0
CUST009266,Google Ads,Google Ads,LinkedIn,LinkedIn,1,3416
CUST009267,Email,YouTube,LinkedIn,LinkedIn,0,0
CUST009268,LinkedIn,Email,Google Ads,YouTube,1,5568
CUST009269,Social Media,LinkedIn,Email,Email,1,5677
CUST009270,LinkedIn,Email,Email,Email,1,2565
CUST009271,Social Media,Social Media,Social Media,Google Ads,1,3875
CUST009272,Social Media,Social Media,Social Media,YouTube,1,3891
CUST009273,Social Media,LinkedIn,Email,Email,1,1731
CUST009274,Email,Google Ads,Google Ads,LinkedIn,0,0
CUST009275,Google Ads,Social Media,LinkedIn,Social Media,0,0
CUST009276,Email,Social Media,YouTube,Social Media,0,0
CUST009277,Google Ads,Email,LinkedIn,YouTube,1,6196
CUST009278,LinkedIn,Email,YouTube,Google Ads,0,0
CUST009279,YouTube,Email,Google Ads,Social Media,1,3309
CUST009280,LinkedIn,YouTube,Social Media,LinkedIn,0,0
CUST009281,Email,LinkedIn,Email,LinkedIn,1,1146
CUST009282,Email,Google Ads,Google Ads,LinkedIn,1,7857
CUST009283,Google Ads,Email,YouTube,Social Media,1,8325
CUST009284,Email,Google Ads,Email,Email,1,3520
CUST009285,Social Media,Email,YouTube,LinkedIn,1,5975
CUST009286,Email,Social Media,LinkedIn,Google Ads,0,0
CUST009287,Google Ads,Google Ads,LinkedIn,YouTube,1,9348
CUST009288,Google Ads,YouTube,LinkedIn,YouTube,1,1130
CUST009289,Social Media,Email,Email,YouTube,0,0
CUST009290,Google Ads,LinkedIn,Social Media,Email,0,0
CUST009291,YouTube,Social Media,Social Media,YouTube,1,2173
CUST009292,LinkedIn,Email,YouTube,YouTube,1,3651
CUST009293,Email,Google Ads,Social Media,Social Media,1,4833
CUST009294,YouTube,Email,Social Media,Email,0,0
CUST009295,Email,Social Media,YouTube,Email,1,3202
CUST009296,YouTube,LinkedIn,YouTube,Social Media,0,0
CUST009297,Email,LinkedIn,YouTube,Google Ads,0,0
CUST009298,Social Media,LinkedIn,Email,YouTube,0,0
CUST009299,Google Ads,Social Media,YouTube,Google Ads,0,0
CUST009300,Google Ads,Email,Email,Social Media,0,0
CUST009301,Social Media,Social Media,Email,Social Media,0,0
CUST009302,YouTube,Social Media,Email,Social Media,0,0
CUST009303,LinkedIn,Email,YouTube,Social Media,0,0
CUST009304,YouTube,YouTube,Social Media,LinkedIn,0,0
CUST009305,Google Ads,LinkedIn,Social Media,Social Media,1,2058
CUST009306,LinkedIn,Google Ads,YouTube,Google Ads,0,0
CUST009307,Email,Google Ads,Social Media,Social Media,0,0
CUST009308,LinkedIn,Email,YouTube,Google Ads,1,8787
CUST009309,YouTube,Google Ads,Email,Social Media,1,2995
CUST009310,Social Media,YouTube,LinkedIn,Social Media,0,0
CUST009311,Email,Social Media,Google Ads,LinkedIn,0,0
CUST009312,YouTube,LinkedIn,YouTube,Social Media,1,5581
CUST009313,Email,Google Ads,Email,YouTube,1,3399
CUST009314,LinkedIn,Google Ads,LinkedIn,LinkedIn,1,3740
CUST009315,Google Ads,Email,Email,LinkedIn,0,0
CUST009316,YouTube,Email,Google Ads,YouTube,0,0
CUST009317,Social Media,Social Media,Social Media,LinkedIn,1,5847
CUST009318,LinkedIn,LinkedIn,Social Media,Social Media,0,0
CUST009319,YouTube,Google Ads,Email,YouTube,0,0
CUST009320,Social Media,Social Media,Google Ads,Social Media,1,4746
CUST009321,YouTube,LinkedIn,Email,LinkedIn,0,0
CUST009322,LinkedIn,Social Media,Social Media,Email,0,0
CUST009323,YouTube,Google Ads,Email,YouTube,0,0
CUST009324,Email,Email,LinkedIn,Google Ads,0,0
CUST009325,LinkedIn,Email,Google Ads,LinkedIn,0,0
CUST009326,YouTube,Email,Social Media,Email,1,3421
CUST009327,Google Ads,YouTube,Email,LinkedIn,0,0
CUST009328,YouTube,Social Media,Google Ads,Social Media,0,0
CUST009329,Email,Google Ads,Email,Social Media,0,0
CUST009330,Social Media,Social Media,Social Media,Social Media,0,0
CUST009331,Social Media,Email,Google Ads,Email,1,2894
CUST009332,Social Media,Social Media,Social Media,Social Media,0,0
CUST009333,Google Ads,LinkedIn,LinkedIn,LinkedIn,0,0
CUST009334,Email,Social Media,LinkedIn,LinkedIn,1,5516
CUST009335,LinkedIn,YouTube,YouTube,LinkedIn,1,7676
CUST009336,Social Media,YouTube,Google Ads,YouTube,1,9144
CUST009337,Email,Email,LinkedIn,LinkedIn,0,0
CUST009338,YouTube,Google Ads,YouTube,Social Media,1,887
CUST009339,Google Ads,LinkedIn,Google Ads,YouTube,0,0
CUST009340,Email,Google Ads,Social Media,YouTube,0,0
CUST009341,Email,Google Ads,Email,YouTube,0,0
CUST009342,LinkedIn,LinkedIn,Email,YouTube,1,9756
CUST009343,Email,YouTube,Social Media,Email,1,4356
CUST009344,LinkedIn,Email,LinkedIn,LinkedIn,0,0
CUST009345,Google Ads,Social Media,Email,Email,0,0
CUST009346,Google Ads,YouTube,Social Media,Google Ads,1,1411
CUST009347,YouTube,Email,YouTube,Email,0,0
CUST009348,LinkedIn,YouTube,YouTube,YouTube,0,0
CUST009349,LinkedIn,LinkedIn,Social Media,LinkedIn,0,0
CUST009350,Social Media,Google Ads,Google Ads,LinkedIn,1,6890
CUST009351,Social Media,LinkedIn,LinkedIn,Social Media,0,0
CUST009352,YouTube,Social Media,LinkedIn,Email,0,0
CUST009353,Google Ads,LinkedIn,Social Media,LinkedIn,1,8880
CUST009354,Social Media,Google Ads,Email,Google Ads,0,0
CUST009355,Email,YouTube,LinkedIn,Google Ads,0,0
CUST009356,Google Ads,Email,LinkedIn,Email,0,0
