Lead_ID,Customer_ID,Campaign_ID,Campaign_Name,Channel,Lead_Date,Conversion_Date,Country,City,Region,Device,Age_Group,Status,Revenue,Touch_1,Touch_2,Touch_3,Final_Touch
L028108,,C010,Influencer Awareness,Instagram,2025-11-03,,Canada,Kolkata,Central,Mobile,25-34,Lost,0.0,Instagram,YouTube,Google Ads,Instagram
L028109,,C016,High Value Customer Campaign,Email,2026-04-12,,Germany,Delhi,North,Mobile,25-34,Lost,0.0,Organic Search,LinkedIn,Email,Email
L028110,,C005,LinkedIn B2B Leads,LinkedIn,2026-06-12,,Australia,Pune,East,Mobile,55+,Lost,0.0,Google Ads,Organic Search,YouTube,LinkedIn
L028111,,C020,Year End Mega Sale,Google Ads,2025-03-14,,Germany,Toronto,North,Desktop,25-34,Lost,0.0,YouTube,Facebook Ads,Facebook Ads,Google Ads
L028112,CUST028111,C003,Instagram Product Launch,Instagram,2025-03-08,2025-04-11,UAE,Mumbai,East,Mobile,25-34,Customer,447.8,Instagram,Google Ads,Organic Search,Instagram
L028113,,C003,Instagram Product Launch,Instagram,2026-08-16,,Australia,Chennai,East,Mobile,18-24,Lost,0.0,YouTube,Instagram,Instagram,Instagram
L028114,,C002,Meta New Customer Push,Facebook Ads,2026-06-26,,USA,Kolkata,West,Desktop,18-24,Lost,0.0,YouTube,Instagram,Email,Facebook Ads
L028115,,C004,YouTube Brand Awareness,YouTube,2025-01-27,,Australia,Pune,Central,Mobile,35-44,Qualified,0.0,Organic Search,Instagram,Organic Search,YouTube
L028116,,C018,Social Video Conversion,Instagram,2026-08-23,,Australia,London,Central,Desktop,45-54,Lost,0.0,Email,YouTube,Instagram,Instagram
L028117,,C002,Meta New Customer Push,Facebook Ads,2026-03-02,,USA,Kolkata,East,Desktop,35-44,Qualified,0.0,YouTube,Organic Search,Organic Search,Facebook Ads
L028118,,C006,Email Retention Q3,Email,2026-07-30,,India,Dubai,South,Desktop,25-34,Lost,0.0,Google Ads,Facebook Ads,Facebook Ads,Email
L028119,,C003,Instagram Product Launch,Instagram,2026-03-10,,UK,London,South,Tablet,35-44,Lost,0.0,Google Ads,Instagram,Email,Instagram
L028120,CUST028119,C003,Instagram Product Launch,Instagram,2026-01-26,2026-02-13,USA,Toronto,South,Mobile,25-34,Customer,932.99,Organic Search,Google Ads,Instagram,Instagram
L028121,,C002,Meta New Customer Push,Facebook Ads,2025-11-25,,UK,Mumbai,Central,Desktop,45-54,Lost,0.0,Google Ads,YouTube,Email,Facebook Ads
L028122,CUST028121,C003,Instagram Product Launch,Instagram,2025-02-25,2025-03-03,USA,Pune,South,Tablet,35-44,Customer,1301.16,Facebook Ads,LinkedIn,Google Ads,Instagram
L028123,CUST028122,C017,Mobile App Acquisition,Google Ads,2025-09-24,2025-09-25,UK,Toronto,East,Mobile,25-34,Customer,798.7,LinkedIn,Facebook Ads,Instagram,Google Ads
L028124,,C014,Festival Performance Ads,Facebook Ads,2026-01-28,,USA,Pune,East,Mobile,35-44,Lost,0.0,YouTube,Facebook Ads,Google Ads,Facebook Ads
L028125,,C007,Google Display Remarketing,Google Ads,2026-07-01,,UAE,Kolkata,North,Mobile,45-54,Qualified,0.0,Organic Search,Google Ads,LinkedIn,Google Ads
L028126,CUST028125,C006,Email Retention Q3,Email,2026-08-19,2026-09-29,India,Dubai,North,Tablet,25-34,Customer,335.19,Google Ads,Email,YouTube,Email
L028127,,C008,Meta Retargeting,Facebook Ads,2025-06-28,,India,Pune,East,Desktop,55+,Lost,0.0,Facebook Ads,Email,LinkedIn,Facebook Ads
L028128,,C019,Enterprise ABM,LinkedIn,2026-08-06,,Germany,New York,East,Mobile,35-44,Qualified,0.0,Organic Search,LinkedIn,Organic Search,LinkedIn
L028129,,C019,Enterprise ABM,LinkedIn,2026-07-03,,UK,Dubai,South,Mobile,25-34,Lost,0.0,Instagram,Email,Organic Search,LinkedIn
L028130,,C012,B2B Webinar Leads,LinkedIn,2025-04-11,,India,Kolkata,Central,Mobile,35-44,Lost,0.0,Facebook Ads,Organic Search,Google Ads,LinkedIn
L028131,,C005,LinkedIn B2B Leads,LinkedIn,2026-04-13,,Canada,Mumbai,West,Desktop,25-34,Lost,0.0,Instagram,Google Ads,Facebook Ads,LinkedIn
L028132,,C005,LinkedIn B2B Leads,LinkedIn,2025-07-23,,Canada,Ahmedabad,Central,Mobile,25-34,Lost,0.0,Email,Google Ads,Facebook Ads,LinkedIn
L028133,,C014,Festival Performance Ads,Facebook Ads,2025-10-04,,UK,Kolkata,East,Mobile,25-34,Qualified,0.0,Email,Organic Search,Email,Facebook Ads
L028134,,C017,Mobile App Acquisition,Google Ads,2026-04-13,,UK,Mumbai,South,Mobile,35-44,Qualified,0.0,Organic Search,Google Ads,Organic Search,Google Ads
L028135,,C016,High Value Customer Campaign,Email,2026-06-01,,USA,Mumbai,Central,Mobile,25-34,Qualified,0.0,Google Ads,YouTube,Google Ads,Email
L028136,,C004,YouTube Brand Awareness,YouTube,2025-01-23,,Germany,Ahmedabad,North,Desktop,25-34,Qualified,0.0,Google Ads,Google Ads,Facebook Ads,YouTube
L028137,,C008,Meta Retargeting,Facebook Ads,2025-11-23,,UAE,Pune,West,Mobile,35-44,Lost,0.0,Organic Search,LinkedIn,YouTube,Facebook Ads
L028138,,C003,Instagram Product Launch,Instagram,2026-07-31,,UAE,Pune,West,Mobile,35-44,Qualified,0.0,Google Ads,Google Ads,LinkedIn,Instagram
L028139,,C005,LinkedIn B2B Leads,LinkedIn,2026-06-21,,Germany,Pune,West,Desktop,45-54,Lost,0.0,YouTube,YouTube,LinkedIn,LinkedIn
L028140,,C007,Google Display Remarketing,Google Ads,2026-01-15,,Canada,Chennai,North,Mobile,25-34,Lost,0.0,Facebook Ads,Instagram,Facebook Ads,Google Ads
L028141,,C018,Social Video Conversion,Instagram,2025-05-06,,India,Toronto,Central,Desktop,45-54,Qualified,0.0,Organic Search,Organic Search,YouTube,Instagram
L028142,,C008,Meta Retargeting,Facebook Ads,2026-03-18,,USA,Delhi,West,Mobile,45-54,Lost,0.0,YouTube,Email,YouTube,Facebook Ads
L028143,,C011,Cart Recovery Email,Email,2025-02-13,,UK,Kolkata,East,Desktop,35-44,Lost,0.0,Google Ads,Instagram,Google Ads,Email
L028144,,C014,Festival Performance Ads,Facebook Ads,2025-12-25,,Germany,Pune,South,Mobile,25-34,Lost,0.0,Instagram,Email,Google Ads,Facebook Ads
L028145,CUST028144,C018,Social Video Conversion,Instagram,2025-07-18,2025-08-04,Australia,Dubai,North,Mobile,18-24,Customer,1721.52,Facebook Ads,Instagram,Google Ads,Instagram
L028146,,C013,YouTube Product Demo,YouTube,2025-11-04,,Australia,Bengaluru,Central,Mobile,35-44,Lost,0.0,Facebook Ads,Email,LinkedIn,YouTube
L028147,,C006,Email Retention Q3,Email,2025-12-23,,USA,Bengaluru,West,Mobile,45-54,Lost,0.0,LinkedIn,YouTube,YouTube,Email
L028148,,C013,YouTube Product Demo,YouTube,2025-03-30,,UAE,Chennai,East,Mobile,55+,Lost,0.0,Facebook Ads,Google Ads,Organic Search,YouTube
L028149,CUST028148,C001,Google Search Summer Sale,Google Ads,2025-06-23,2025-07-11,Canada,Toronto,South,Mobile,35-44,Customer,285.26,Google Ads,LinkedIn,YouTube,Google Ads
L028150,,C011,Cart Recovery Email,Email,2025-12-31,,UK,Kolkata,South,Desktop,25-34,Lost,0.0,Instagram,Email,LinkedIn,Email
L028151,,C007,Google Display Remarketing,Google Ads,2026-04-19,,Australia,Toronto,North,Mobile,35-44,Lost,0.0,Organic Search,YouTube,LinkedIn,Google Ads
L028152,,C010,Influencer Awareness,Instagram,2025-08-24,,USA,Pune,Central,Mobile,35-44,Lost,0.0,Email,Organic Search,YouTube,Instagram
L028153,,C002,Meta New Customer Push,Facebook Ads,2025-08-13,,Canada,New York,East,Mobile,35-44,Lost,0.0,YouTube,Instagram,Email,Facebook Ads
L028154,,C016,High Value Customer Campaign,Email,2025-12-26,,Germany,Hyderabad,West,Tablet,25-34,Qualified,0.0,Email,Instagram,Google Ads,Email
L028155,,C005,LinkedIn B2B Leads,LinkedIn,2026-02-28,,Australia,Kolkata,North,Desktop,25-34,Lost,0.0,LinkedIn,Organic Search,Google Ads,LinkedIn
L028156,,C016,High Value Customer Campaign,Email,2025-02-23,,Germany,Delhi,West,Mobile,25-34,Qualified,0.0,Instagram,Google Ads,Email,Email
L028157,,C016,High Value Customer Campaign,Email,2025-12-01,,India,Pune,North,Mobile,45-54,Qualified,0.0,Instagram,Instagram,Organic Search,Email
L028158,,C015,SEO Content Campaign,Organic Search,2026-08-28,,Australia,Mumbai,South,Mobile,25-34,Qualified,0.0,Organic Search,YouTube,YouTube,Organic Search
L028159,,C009,Holiday Shopping Promo,Google Ads,2025-04-05,,India,New York,West,Mobile,45-54,Lost,0.0,Email,LinkedIn,Organic Search,Google Ads
L028160,,C001,Google Search Summer Sale,Google Ads,2025-11-11,,Germany,Mumbai,South,Desktop,45-54,Lost,0.0,YouTube,Organic Search,YouTube,Google Ads
L028161,,C009,Holiday Shopping Promo,Google Ads,2026-05-03,,Canada,Ahmedabad,West,Mobile,25-34,Qualified,0.0,Organic Search,Google Ads,LinkedIn,Google Ads
L028162,CUST028161,C011,Cart Recovery Email,Email,2026-01-10,2026-02-12,Australia,Mumbai,South,Mobile,45-54,Customer,720.57,Email,LinkedIn,Organic Search,Email
L028163,,C005,LinkedIn B2B Leads,LinkedIn,2025-01-18,,Canada,Delhi,West,Mobile,35-44,Lost,0.0,YouTube,LinkedIn,Google Ads,LinkedIn
L028164,,C006,Email Retention Q3,Email,2025-08-09,,UAE,Hyderabad,East,Mobile,25-34,Lost,0.0,LinkedIn,Instagram,Instagram,Email
L028165,,C008,Meta Retargeting,Facebook Ads,2026-02-25,,UK,Kolkata,East,Desktop,35-44,Lost,0.0,LinkedIn,Instagram,Instagram,Facebook Ads
L028166,,C015,SEO Content Campaign,Organic Search,2025-02-06,,UAE,Toronto,Central,Desktop,55+,Lost,0.0,Facebook Ads,YouTube,Google Ads,Organic Search
L028167,,C016,High Value Customer Campaign,Email,2025-11-25,,Canada,Toronto,East,Mobile,25-34,Qualified,0.0,Google Ads,YouTube,Google Ads,Email
L028168,CUST028167,C018,Social Video Conversion,Instagram,2025-05-23,2025-06-12,India,Toronto,East,Desktop,18-24,Customer,1015.52,Facebook Ads,Facebook Ads,Instagram,Instagram
L028169,CUST028168,C012,B2B Webinar Leads,LinkedIn,2026-01-07,2026-01-31,India,Hyderabad,Central,Desktop,25-34,Customer,731.38,Email,Google Ads,Email,LinkedIn
L028170,,C004,YouTube Brand Awareness,YouTube,2026-05-04,,UAE,Mumbai,East,Mobile,25-34,Lost,0.0,YouTube,LinkedIn,Organic Search,YouTube
L028171,,C016,High Value Customer Campaign,Email,2025-10-30,,India,Dubai,East,Desktop,25-34,Lost,0.0,Facebook Ads,LinkedIn,Facebook Ads,Email
L028172,,C011,Cart Recovery Email,Email,2026-07-13,,UAE,Bengaluru,Central,Desktop,18-24,Lost,0.0,Email,Organic Search,Instagram,Email
L028173,,C007,Google Display Remarketing,Google Ads,2025-07-24,,UK,Hyderabad,Central,Desktop,35-44,Lost,0.0,Facebook Ads,YouTube,Organic Search,Google Ads
L028174,,C015,SEO Content Campaign,Organic Search,2025-09-28,,Germany,Pune,East,Mobile,25-34,Qualified,0.0,YouTube,LinkedIn,Instagram,Organic Search
L028175,,C017,Mobile App Acquisition,Google Ads,2025-07-01,,UK,Hyderabad,West,Mobile,45-54,Qualified,0.0,Email,Google Ads,Email,Google Ads
L028176,,C015,SEO Content Campaign,Organic Search,2026-07-28,,Canada,Hyderabad,North,Mobile,35-44,Qualified,0.0,Facebook Ads,Facebook Ads,Organic Search,Organic Search
L028177,,C010,Influencer Awareness,Instagram,2025-10-08,,Germany,Dubai,Central,Desktop,18-24,Lost,0.0,Email,Instagram,Organic Search,Instagram
L028178,,C004,YouTube Brand Awareness,YouTube,2025-01-12,,USA,Kolkata,West,Desktop,45-54,Lost,0.0,Organic Search,Google Ads,Instagram,YouTube
L028179,,C017,Mobile App Acquisition,Google Ads,2025-09-22,,India,London,East,Mobile,35-44,Lost,0.0,Facebook Ads,Google Ads,YouTube,Google Ads
L028180,,C004,YouTube Brand Awareness,YouTube,2025-10-20,,India,Toronto,West,Desktop,35-44,Lost,0.0,Organic Search,Instagram,Organic Search,YouTube
L028181,,C011,Cart Recovery Email,Email,2025-05-17,,Canada,London,South,Mobile,25-34,Qualified,0.0,Facebook Ads,YouTube,Google Ads,Email
L028182,,C004,YouTube Brand Awareness,YouTube,2025-07-16,,Australia,New York,Central,Mobile,45-54,Lost,0.0,Email,Email,LinkedIn,YouTube
L028183,,C012,B2B Webinar Leads,LinkedIn,2026-03-31,,UAE,Dubai,East,Tablet,18-24,Lost,0.0,LinkedIn,Google Ads,Facebook Ads,LinkedIn
L028184,,C010,Influencer Awareness,Instagram,2025-04-05,,India,Toronto,Central,Mobile,25-34,Qualified,0.0,YouTube,YouTube,Email,Instagram
L028185,,C014,Festival Performance Ads,Facebook Ads,2025-08-24,,Australia,Hyderabad,East,Mobile,18-24,Lost,0.0,Instagram,Facebook Ads,LinkedIn,Facebook Ads
L028186,,C018,Social Video Conversion,Instagram,2025-01-07,,UK,Toronto,West,Mobile,35-44,Lost,0.0,Facebook Ads,LinkedIn,Google Ads,Instagram
L028187,CUST028186,C006,Email Retention Q3,Email,2026-01-24,2026-02-11,USA,Chennai,East,Desktop,55+,Customer,269.88,Facebook Ads,LinkedIn,Google Ads,Email
L028188,,C005,LinkedIn B2B Leads,LinkedIn,2025-05-05,,Australia,Bengaluru,South,Mobile,25-34,Lost,0.0,Email,Facebook Ads,Google Ads,LinkedIn
L028189,,C002,Meta New Customer Push,Facebook Ads,2025-07-28,,USA,New York,West,Desktop,25-34,Qualified,0.0,LinkedIn,Google Ads,Instagram,Facebook Ads
L028190,CUST028189,C013,YouTube Product Demo,YouTube,2025-10-19,2025-11-29,USA,Chennai,Central,Mobile,35-44,Customer,1479.86,LinkedIn,YouTube,Organic Search,YouTube
L028191,,C014,Festival Performance Ads,Facebook Ads,2026-05-28,,India,New York,East,Desktop,55+,Lost,0.0,Google Ads,Instagram,Instagram,Facebook Ads
L028192,,C003,Instagram Product Launch,Instagram,2026-05-21,,UK,New York,East,Desktop,18-24,Lost,0.0,Facebook Ads,LinkedIn,Facebook Ads,Instagram
L028193,,C011,Cart Recovery Email,Email,2026-05-16,,Canada,Hyderabad,North,Mobile,25-34,Lost,0.0,Email,Facebook Ads,LinkedIn,Email
L028194,,C004,YouTube Brand Awareness,YouTube,2026-03-20,,UK,London,North,Mobile,45-54,Lost,0.0,Organic Search,Instagram,Facebook Ads,YouTube
L028195,,C013,YouTube Product Demo,YouTube,2026-04-21,,UK,Bengaluru,South,Desktop,35-44,Lost,0.0,Google Ads,Email,Organic Search,YouTube
L028196,,C008,Meta Retargeting,Facebook Ads,2026-03-25,,UK,Dubai,East,Desktop,25-34,Lost,0.0,Email,Google Ads,LinkedIn,Facebook Ads
L028197,,C008,Meta Retargeting,Facebook Ads,2025-02-10,,UAE,Dubai,South,Desktop,35-44,Lost,0.0,Email,Google Ads,Email,Facebook Ads
L028198,,C013,YouTube Product Demo,YouTube,2026-01-14,,Germany,Delhi,Central,Desktop,18-24,Qualified,0.0,Organic Search,Email,Organic Search,YouTube
L028199,CUST028198,C010,Influencer Awareness,Instagram,2025-04-03,2025-04-07,Canada,Dubai,North,Mobile,45-54,Customer,1531.83,Google Ads,Google Ads,Email,Instagram
L028200,,C013,YouTube Product Demo,YouTube,2025-04-14,,UK,Bengaluru,South,Desktop,35-44,Lost,0.0,Email,Google Ads,Organic Search,YouTube
L028201,,C013,YouTube Product Demo,YouTube,2025-12-31,,UK,Bengaluru,Central,Desktop,25-34,Lost,0.0,Facebook Ads,YouTube,Google Ads,YouTube
L028202,,C017,Mobile App Acquisition,Google Ads,2025-08-29,,UK,London,East,Desktop,35-44,Lost,0.0,Google Ads,YouTube,Email,Google Ads
L028203,,C006,Email Retention Q3,Email,2025-09-17,,UAE,London,North,Mobile,25-34,Lost,0.0,Email,Email,Google Ads,Email
L028204,,C002,Meta New Customer Push,Facebook Ads,2025-06-19,,UK,London,East,Mobile,25-34,Qualified,0.0,LinkedIn,Google Ads,Email,Facebook Ads
L028205,CUST028204,C017,Mobile App Acquisition,Google Ads,2025-09-15,2025-10-25,UAE,Dubai,East,Mobile,55+,Customer,1236.29,LinkedIn,YouTube,Organic Search,Google Ads
L028206,,C012,B2B Webinar Leads,LinkedIn,2025-09-07,,Australia,Delhi,East,Desktop,35-44,Lost,0.0,Email,YouTube,Google Ads,LinkedIn
L028207,CUST028206,C006,Email Retention Q3,Email,2025-01-30,2025-02-07,Australia,Mumbai,Central,Mobile,25-34,Customer,1568.94,Organic Search,Organic Search,Facebook Ads,Email
L028208,,C005,LinkedIn B2B Leads,LinkedIn,2025-03-23,,India,London,Central,Tablet,55+,Lost,0.0,Instagram,YouTube,Facebook Ads,LinkedIn
L028209,CUST028208,C005,LinkedIn B2B Leads,LinkedIn,2025-10-13,2025-11-22,UAE,Hyderabad,North,Mobile,25-34,Customer,1594.04,Instagram,Instagram,Email,LinkedIn
L028210,,C009,Holiday Shopping Promo,Google Ads,2025-12-21,,Canada,New York,West,Mobile,45-54,Lost,0.0,Google Ads,YouTube,Google Ads,Google Ads
L028211,CUST028210,C003,Instagram Product Launch,Instagram,2025-09-14,2025-10-13,Australia,Toronto,East,Mobile,25-34,Customer,1028.19,Instagram,Organic Search,Email,Instagram
L028212,,C020,Year End Mega Sale,Google Ads,2025-11-10,,India,Hyderabad,Central,Desktop,25-34,Qualified,0.0,Google Ads,Email,YouTube,Google Ads
L028213,,C005,LinkedIn B2B Leads,LinkedIn,2026-06-19,,UK,Bengaluru,North,Mobile,45-54,Qualified,0.0,LinkedIn,LinkedIn,Email,LinkedIn
L028214,CUST028213,C007,Google Display Remarketing,Google Ads,2025-08-20,2025-09-13,Australia,Chennai,West,Mobile,25-34,Customer,571.39,Email,Google Ads,Organic Search,Google Ads
L028215,,C012,B2B Webinar Leads,LinkedIn,2026-02-10,,India,Chennai,South,Mobile,35-44,Lost,0.0,Email,LinkedIn,Instagram,LinkedIn
L028216,,C007,Google Display Remarketing,Google Ads,2025-11-01,,Australia,Mumbai,Central,Desktop,45-54,Qualified,0.0,YouTube,YouTube,Organic Search,Google Ads
L028217,,C010,Influencer Awareness,Instagram,2026-01-10,,UAE,Hyderabad,South,Desktop,45-54,Lost,0.0,YouTube,YouTube,Email,Instagram
L028218,,C008,Meta Retargeting,Facebook Ads,2025-09-10,,USA,Pune,West,Mobile,25-34,Qualified,0.0,LinkedIn,Facebook Ads,YouTube,Facebook Ads
L028219,,C017,Mobile App Acquisition,Google Ads,2026-07-29,,Australia,Toronto,West,Desktop,25-34,Lost,0.0,Organic Search,YouTube,Instagram,Google Ads
L028220,,C005,LinkedIn B2B Leads,LinkedIn,2025-02-13,,Australia,Pune,Central,Mobile,45-54,Lost,0.0,Facebook Ads,Google Ads,YouTube,LinkedIn
L028221,,C015,SEO Content Campaign,Organic Search,2026-07-17,,Australia,New York,East,Tablet,35-44,Qualified,0.0,Google Ads,Google Ads,Instagram,Organic Search
L028222,,C009,Holiday Shopping Promo,Google Ads,2025-07-09,,India,Pune,South,Mobile,25-34,Qualified,0.0,YouTube,Email,Facebook Ads,Google Ads
L028223,CUST028222,C011,Cart Recovery Email,Email,2026-07-07,2026-07-17,UK,Hyderabad,East,Desktop,35-44,Customer,311.12,Facebook Ads,Facebook Ads,Google Ads,Email
L028224,,C013,YouTube Product Demo,YouTube,2026-04-09,,USA,New York,East,Mobile,35-44,Lost,0.0,Instagram,YouTube,Google Ads,YouTube
L028225,,C018,Social Video Conversion,Instagram,2026-04-25,,USA,London,North,Desktop,35-44,Qualified,0.0,Facebook Ads,Facebook Ads,YouTube,Instagram
L028226,,C017,Mobile App Acquisition,Google Ads,2025-02-26,,Canada,Kolkata,North,Mobile,25-34,Lost,0.0,Google Ads,LinkedIn,Organic Search,Google Ads
L028227,,C009,Holiday Shopping Promo,Google Ads,2025-06-19,,Canada,Kolkata,North,Desktop,25-34,Lost,0.0,Facebook Ads,Google Ads,Organic Search,Google Ads
L028228,,C010,Influencer Awareness,Instagram,2026-04-11,,UK,Mumbai,South,Desktop,25-34,Lost,0.0,Google Ads,Organic Search,Instagram,Instagram
L028229,,C005,LinkedIn B2B Leads,LinkedIn,2026-07-26,,Australia,Kolkata,West,Mobile,25-34,Qualified,0.0,Organic Search,LinkedIn,Instagram,LinkedIn
L028230,,C011,Cart Recovery Email,Email,2026-07-30,,UK,Dubai,Central,Mobile,45-54,Lost,0.0,Email,Organic Search,Facebook Ads,Email
L028231,,C015,SEO Content Campaign,Organic Search,2026-04-27,,USA,Kolkata,Central,Mobile,45-54,Lost,0.0,Facebook Ads,Organic Search,Email,Organic Search
L028232,,C002,Meta New Customer Push,Facebook Ads,2026-02-27,,UK,Chennai,Central,Mobile,18-24,Lost,0.0,LinkedIn,YouTube,Google Ads,Facebook Ads
L028233,,C020,Year End Mega Sale,Google Ads,2026-02-07,,India,Chennai,North,Tablet,35-44,Lost,0.0,Email,LinkedIn,Organic Search,Google Ads
L028234,,C014,Festival Performance Ads,Facebook Ads,2025-03-02,,Germany,New York,South,Mobile,25-34,Lost,0.0,Instagram,Facebook Ads,YouTube,Facebook Ads
L028235,,C005,LinkedIn B2B Leads,LinkedIn,2025-09-01,,Canada,Bengaluru,Central,Desktop,18-24,Lost,0.0,Organic Search,Email,YouTube,LinkedIn
L028236,,C006,Email Retention Q3,Email,2026-02-19,,UAE,Bengaluru,East,Tablet,45-54,Lost,0.0,LinkedIn,LinkedIn,Facebook Ads,Email
L028237,,C015,SEO Content Campaign,Organic Search,2025-06-26,,Canada,New York,South,Mobile,35-44,Lost,0.0,LinkedIn,Instagram,Google Ads,Organic Search
L028238,,C004,YouTube Brand Awareness,YouTube,2026-07-08,,Germany,New York,East,Mobile,45-54,Lost,0.0,Facebook Ads,Email,Organic Search,YouTube
L028239,,C010,Influencer Awareness,Instagram,2025-01-20,,USA,London,South,Mobile,55+,Lost,0.0,Google Ads,Email,LinkedIn,Instagram
L028240,CUST028239,C019,Enterprise ABM,LinkedIn,2025-04-22,2025-05-13,USA,London,East,Desktop,45-54,Customer,1553.41,Email,YouTube,Google Ads,LinkedIn
L028241,,C009,Holiday Shopping Promo,Google Ads,2026-08-31,,UK,Kolkata,Central,Tablet,35-44,Lost,0.0,Facebook Ads,LinkedIn,Google Ads,Google Ads
L028242,,C010,Influencer Awareness,Instagram,2026-06-16,,Germany,Hyderabad,South,Mobile,25-34,Lost,0.0,Organic Search,Organic Search,Email,Instagram
L028243,,C004,YouTube Brand Awareness,YouTube,2025-01-16,,UK,London,West,Mobile,18-24,Qualified,0.0,Organic Search,Organic Search,Email,YouTube
L028244,,C004,YouTube Brand Awareness,YouTube,2026-05-22,,Canada,Kolkata,Central,Mobile,35-44,Qualified,0.0,Instagram,Instagram,Organic Search,YouTube
L028245,,C006,Email Retention Q3,Email,2025-02-26,,UK,Pune,Central,Mobile,55+,Qualified,0.0,Facebook Ads,Instagram,Facebook Ads,Email
L028246,,C008,Meta Retargeting,Facebook Ads,2025-10-02,,USA,Delhi,Central,Mobile,35-44,Qualified,0.0,Google Ads,Organic Search,Email,Facebook Ads
L028247,,C016,High Value Customer Campaign,Email,2025-01-13,,UK,Hyderabad,West,Mobile,18-24,Lost,0.0,Email,Instagram,Email,Email
L028248,CUST028247,C008,Meta Retargeting,Facebook Ads,2026-06-16,2026-06-17,UAE,Pune,East,Desktop,18-24,Customer,1793.51,Instagram,Google Ads,Google Ads,Facebook Ads
L028249,,C016,High Value Customer Campaign,Email,2025-12-29,,UAE,Dubai,West,Mobile,25-34,Lost,0.0,YouTube,Email,Facebook Ads,Email
L028250,,C006,Email Retention Q3,Email,2025-11-28,,UK,Toronto,East,Mobile,35-44,Qualified,0.0,Email,Facebook Ads,YouTube,Email
L028251,,C017,Mobile App Acquisition,Google Ads,2026-03-09,,UK,London,East,Mobile,25-34,Lost,0.0,Organic Search,Google Ads,Facebook Ads,Google Ads
L028252,CUST028251,C001,Google Search Summer Sale,Google Ads,2025-08-27,2025-10-01,Australia,Kolkata,West,Tablet,18-24,Customer,252.65,YouTube,YouTube,Organic Search,Google Ads
L028253,CUST028252,C019,Enterprise ABM,LinkedIn,2026-02-14,2026-03-15,Canada,Delhi,South,Desktop,35-44,Customer,450.86,Organic Search,Organic Search,Email,LinkedIn
L028254,,C018,Social Video Conversion,Instagram,2026-07-01,,UAE,London,Central,Desktop,25-34,Qualified,0.0,Facebook Ads,Google Ads,Google Ads,Instagram
L028255,,C017,Mobile App Acquisition,Google Ads,2025-06-18,,UK,Mumbai,South,Mobile,35-44,Lost,0.0,Facebook Ads,Email,Organic Search,Google Ads
L028256,,C017,Mobile App Acquisition,Google Ads,2026-01-29,,Germany,Chennai,North,Mobile,55+,Lost,0.0,Facebook Ads,YouTube,Facebook Ads,Google Ads
L028257,CUST028256,C012,B2B Webinar Leads,LinkedIn,2025-11-28,2026-01-01,USA,Mumbai,South,Mobile,45-54,Customer,1181.54,Facebook Ads,Instagram,Organic Search,LinkedIn
L028258,,C012,B2B Webinar Leads,LinkedIn,2025-10-07,,UAE,Mumbai,West,Desktop,35-44,Lost,0.0,Google Ads,LinkedIn,Email,LinkedIn
L028259,,C006,Email Retention Q3,Email,2025-07-20,,India,Toronto,Central,Mobile,25-34,Qualified,0.0,LinkedIn,YouTube,Facebook Ads,Email
L028260,,C007,Google Display Remarketing,Google Ads,2025-06-08,,Australia,Dubai,East,Mobile,45-54,Lost,0.0,Email,Organic Search,YouTube,Google Ads
L028261,,C008,Meta Retargeting,Facebook Ads,2026-03-14,,Australia,Bengaluru,North,Mobile,18-24,Qualified,0.0,Instagram,Organic Search,Organic Search,Facebook Ads
L028262,,C003,Instagram Product Launch,Instagram,2025-11-10,,USA,Chennai,North,Mobile,35-44,Lost,0.0,Email,Instagram,Google Ads,Instagram
L028263,,C017,Mobile App Acquisition,Google Ads,2025-04-08,,India,New York,Central,Mobile,55+,Lost,0.0,LinkedIn,YouTube,Organic Search,Google Ads
L028264,,C008,Meta Retargeting,Facebook Ads,2025-01-11,,UK,Delhi,South,Mobile,35-44,Qualified,0.0,Instagram,Instagram,LinkedIn,Facebook Ads
L028265,,C011,Cart Recovery Email,Email,2026-08-08,,Germany,London,East,Desktop,25-34,Lost,0.0,LinkedIn,LinkedIn,LinkedIn,Email
L028266,CUST028265,C020,Year End Mega Sale,Google Ads,2025-08-02,2025-08-10,UAE,New York,West,Mobile,25-34,Customer,1027.82,Instagram,Facebook Ads,Facebook Ads,Google Ads
L028267,,C018,Social Video Conversion,Instagram,2025-02-09,,USA,Mumbai,North,Mobile,55+,Lost,0.0,Email,Facebook Ads,Organic Search,Instagram
L028268,,C016,High Value Customer Campaign,Email,2026-03-15,,Canada,Dubai,West,Desktop,35-44,Qualified,0.0,Instagram,Google Ads,Instagram,Email
L028269,,C013,YouTube Product Demo,YouTube,2026-03-07,,UK,Mumbai,Central,Desktop,45-54,Lost,0.0,Instagram,Instagram,Organic Search,YouTube
L028270,,C009,Holiday Shopping Promo,Google Ads,2026-03-21,,UAE,Hyderabad,South,Desktop,35-44,Lost,0.0,YouTube,Email,Google Ads,Google Ads
L028271,,C019,Enterprise ABM,LinkedIn,2026-08-09,,USA,Bengaluru,South,Mobile,25-34,Lost,0.0,Google Ads,Facebook Ads,YouTube,LinkedIn
L028272,,C007,Google Display Remarketing,Google Ads,2025-02-03,,UK,Chennai,West,Desktop,45-54,Lost,0.0,Email,Email,Email,Google Ads
